chr	start	end	Distance.to.TSS	Gene.Name	strand	6OHDA_Tag	Sham_Tag	6OHDA_NDST3_Tag	Fold.Sham	Fold.6OHDA_NDST3
chr14	75479480	75479580	-197	Cpb2	+	7.00	3.00	6.50	2.37	-1.08
chr14	75829269	75829458	62	Cby2	+	46.75	37.79	43.60	1.24	-1.07
chr14	75878880	75878981	-732	Erich6b	+	22.50	7.24	24.03	3.12	1.07
chr14	76084764	76084864	-549	Snora31	+	5.75	14.18	5.75	-2.46	-1
chr14	76488633	76488837	-167	2900040C04Rik	+	44.25	33.34	47.20	1.33	1.07
chr14	76652524	76652726	224	Tsc22d1	+	23.75	19.00	23.75	1.25	-1
chr14	76724843	76725016	-947	Tsc22d1	+	9.00	12.30	24.00	-1.37	2.66
chr14	77273230	77273330	777	Lacc1	+	4.50	3.90	3.50	1.14	-1.29
chr14	78428842	78428942	26	Mir1971	+	10.25	12.50	17.43	-1.22	1.7
chr14	79824891	79824991	-159	Sugt1	+	7.25	43.31	8.29	-5.97	1.14
chr14	80009568	80009668	-866	Pcdh8	+	18.00	10.80	14.50	1.66	-1.24
chr14	80237501	80237601	-191	Olfm4	+	9.75	22.04	5.13	-2.26	-1.9
chr14	96756918	96757018	-498	Klhl1	+	4.50	4.90	14.00	-1.09	3.11
chr14	98407451	98407551	-300	Dach1	+	5.50	8.40	4.00	-1.52	-1.38
chr14	101437957	101438057	-502	Prr30	+	6.75	8.10	11.42	-1.19	1.69
chr14	101878586	101878686	-729	Commd6	+	2.50	10.80	6.50	-4.33	2.6
chr14	103283509	103283609	-889	Acod1	+	3.50	3.00	4.50	1.19	1.28
chr14	103284290	103284432	-87	Acod1	+	24.50	19.31	26.03	1.27	1.06
chr14	104265356	104265456	-828	4930432J09Rik	+	4.25	7.93	3.19	-1.86	-1.34
chr14	105664774	105664948	-132	5430440P10Rik	+	22.25	37.63	23.80	-1.69	1.07
chr14	105736216	105736316	44	4930449E01Rik	+	6.25	3.75	11.46	1.65	1.83
chr14	105825940	105826040	-993	9330188P03Rik	+	10.75	16.32	8.70	-1.52	-1.24
chr14	111912028	111912264	-401	Slitrk5	+	33.00	43.80	35.40	-1.33	1.07
chr14	115184226	115184326	825	Gm31072	+	2.50	3.25	3.75	-1.31	1.5
chr14	117161666	117161766	-993	Gpc6	+	5.00	5.40	5.50	-1.08	1.1
chr14	117161788	117161888	-871	Gpc6	+	9.50	12.16	5.81	-1.28	-1.64
chr14	117162061	117162161	-598	Gpc6	+	15.25	18.40	15.25	-1.21	-1
chr14	118495778	118495878	-218	Mir6241	+	31.75	30.76	23.69	1.03	-1.34
chr14	118495920	118496050	-61	Mir6241	+	21.00	22.07	17.41	-1.05	-1.21
chr14	121148148	121148302	-381	Ipo5	+	41.00	24.10	43.90	1.7	1.07
chr14	122344456	122344556	12	Tm9sf2	+	5.00	7.64	5.56	-1.52	1.11
chr14	122720872	122721100	-791	Pcca	+	45.25	43.60	50.29	1.04	1.11
chr15	4056912	4057012	-74	Oxct1as	+	17.50	39.07	31.71	-2.23	1.81
chr15	6737628	6737728	-184	Rictor	+	4.50	11.30	3.00	-2.51	-1.5
chr15	9140424	9140648	5	Skp2	+	728.25	706.16	746.44	1.03	1.02
chr15	9435684	9435963	-291	Capsl	+	82.75	128.09	91.23	-1.55	1.1
chr15	10358446	10358615	-89	Agxt2	+	29.50	20.02	28.36	1.48	-1.04
chr15	10486330	10486533	307	Rad1	+	142.75	136.06	132.89	1.05	-1.07
chr15	10713989	10714089	145	Rai14	+	24.50	28.42	18.38	-1.16	-1.34
chr15	10714434	10714534	233	Rai14	+	79.50	66.64	66.15	1.19	-1.2
chr15	10714542	10714642	125	Rai14	+	96.25	81.07	93.53	1.19	-1.03
chr15	10951963	10952063	-405	C1qtnf3	+	17.00	14.38	18.03	1.19	1.06
chr15	10952336	10952436	-32	C1qtnf3	+	31.50	33.40	26.50	-1.06	-1.19
chr15	10981704	10981937	-22	Amacr	+	576.50	585.73	619.13	-1.02	1.07
chr15	10999934	11000040	-820	Slc45a2	+	37.50	46.95	44.59	-1.25	1.19
chr15	11000185	11000285	-572	Slc45a2	+	15.75	13.71	17.92	1.15	1.14
chr15	11399670	11399770	24	Tars1	+	651.25	625.58	696.35	1.04	1.07
chr15	11966241	11966341	-857	1700047G03Rik	+	9.50	12.30	12.00	-1.29	1.26
chr15	11966410	11966577	-655	1700047G03Rik	+	28.25	38.56	42.27	-1.36	1.5
chr15	12117667	12117868	-170	Zfr	+	450.50	386.88	488.77	1.16	1.08
chr15	12824678	12824803	3	6030458C11Rik	+	555.00	499.75	601.86	1.11	1.08
chr15	12824925	12825025	74	Drosha	+	166.75	152.96	174.63	1.09	1.05
chr15	19185323	19185423	-86	Gm35496	+	10.00	24.38	10.53	-2.44	1.05
chr15	20667308	20667408	-522	Acot10	+	10.50	16.90	5.78	-1.61	-1.82
chr15	20667521	20667621	-735	Acot10	+	23.50	26.60	22.50	-1.13	-1.05
chr15	21110527	21110627	-961	Cdh12	+	20.25	22.76	17.13	-1.12	-1.18
chr15	21111325	21111425	-163	Cdh12	+	68.50	79.05	75.50	-1.15	1.1
chr15	25414627	25414727	399	Gm5468	+	128.25	116.95	115.32	1.1	-1.11
chr15	25622499	25622642	-66	Myo10	+	196.75	190.13	214.55	1.03	1.09
chr15	25753254	25753354	12	Myo10	+	19.50	21.60	19.00	-1.11	-1.03
chr15	25932937	25933063	-638	Retreg1	+	21.00	29.30	29.09	-1.4	1.39
chr15	25933496	25933596	-92	Retreg1	+	18.50	16.75	13.36	1.1	-1.39
chr15	25942110	25942300	-560	Retreg1	+	9.50	10.80	14.00	-1.14	1.47
chr15	25948007	25948107	-256	Mir7212	+	5.75	9.87	9.41	-1.72	1.63
chr15	25948237	25948337	-26	Mir7212	+	12.25	13.52	13.27	-1.1	1.08
chr15	25984373	25984473	-29	Zfp622	+	356.50	376.13	403.60	-1.05	1.13
chr15	26309007	26309107	-77	Marchf11	+	163.75	206.76	188.52	-1.26	1.15
chr15	27570908	27571008	-622	Mir7117	+	4.00	4.90	6.00	-1.23	1.5
chr15	27630686	27630861	6	Otulin	+	464.25	419.07	551.17	1.11	1.19
chr15	30172671	30172771	41	Ctnnd2	+	280.00	201.91	264.13	1.39	-1.06
chr15	31453793	31453922	-22	Ropn1l	+	160.00	132.56	190.14	1.21	1.19
chr15	31531198	31531298	-65	Marchf6	+	289.25	233.36	312.57	1.24	1.08
chr15	31531379	31531479	-246	Marchf6	+	132.25	134.40	144.76	-1.02	1.09
chr15	31568618	31568718	-311	Cmbl	+	33.75	34.62	36.24	-1.03	1.07
chr15	31601855	31601955	87	Cct5	+	328.75	280.95	330.67	1.17	1.01
chr15	31602003	31602103	-61	Cct5	+	247.25	225.24	250.29	1.1	1.01
chr15	31602143	31602243	-69	Atpsckmt	+	230.00	193.77	226.56	1.19	-1.02
chr15	32244855	32244955	-54	Sema5a	+	131.75	116.12	141.11	1.14	1.07
chr15	32245608	32245708	699	Sema5a	+	36.50	35.00	36.93	1.04	1.01
chr15	34082915	34083016	100	Mtdh	+	232.25	212.92	274.95	1.09	1.18
chr15	34306795	34307023	82	Matn2	+	182.50	170.76	193.25	1.07	1.06
chr15	34443354	34443483	4	Rpl30	+	363.25	334.37	364.06	1.09	1
chr15	34453442	34453646	86	Erich5	+	28.50	35.17	33.58	-1.23	1.18
chr15	34495284	34495440	30	Rida	+	248.75	227.51	223.77	1.09	-1.11
chr15	34678886	34678986	-84	Nipal2	+	78.50	57.63	70.35	1.36	-1.12
chr15	34836989	34837089	-462	Kcns2	+	31.00	26.18	38.01	1.19	1.23
chr15	34837196	34837296	-255	Kcns2	+	45.25	53.05	71.15	-1.17	1.57
chr15	34837555	34837655	104	Kcns2	+	96.75	95.66	95.53	1.01	-1.01
chr15	35155830	35155930	72	Stk3	+	345.00	343.82	428.29	1	1.24
chr15	35296232	35296332	38	Osr2	+	20.75	20.95	19.74	-1.01	-1.05
chr15	36140970	36141070	-474	Rgs22	+	1.50	1.00	2.00	1.52	1.33
chr15	36173831	36173965	-258	Polr2k	+	107.25	99.64	119.70	1.08	1.12
chr15	36179263	36179428	-331	Spag1	+	66.00	76.62	83.94	-1.16	1.27
chr15	37007627	37007727	-31	Zfp706	+	131.25	113.29	156.06	1.16	1.19
chr15	37007869	37007969	-273	Zfp706	+	48.25	40.09	54.68	1.2	1.13
chr15	37008026	37008126	-430	Zfp706	+	25.25	20.99	20.71	1.21	-1.22
chr15	37232335	37232435	-895	Grhl2	+	13.75	13.55	10.19	1.02	-1.35
chr15	37232640	37232795	-563	Grhl2	+	9.00	5.90	6.50	1.52	-1.39
chr15	37233987	37234164	-672	Gm16136	+	25.75	12.21	22.60	2.11	-1.14
chr15	37425020	37425226	-675	4930447A16Rik	+	34.75	26.04	33.11	1.34	-1.05
chr15	37433071	37433171	-213	Gm15941	+	14.50	16.20	14.50	-1.12	-1
chr15	37458652	37458794	32	Ncald	+	21.50	20.20	19.00	1.07	-1.13
chr15	37680764	37680864	4	Ncald	+	5.00	12.80	10.50	-2.56	2.1
chr15	37961600	37961700	-351	Rrm2b	+	22.50	23.09	33.65	-1.03	1.5
chr15	37961707	37961807	-458	Rrm2b	+	7.50	10.59	12.32	-1.41	1.64
chr15	38300586	38300744	290	Klf10	+	227.25	195.79	285.20	1.16	1.25
chr15	38661816	38661941	-270	Atp6v1c1	+	333.00	243.54	412.68	1.37	1.24
chr15	38662010	38662110	-88	Atp6v1c1	+	141.00	115.19	176.85	1.22	1.25
chr15	39660290	39660390	-101	Gm16291	+	43.25	36.69	43.15	1.18	-1
chr15	39807529	39807629	-189	Lrp12	+	18.00	13.80	8.00	1.31	-2.25
chr15	39907706	39907806	-828	Gm33251	+	72.75	67.74	70.61	1.07	-1.03
chr15	39908043	39908143	-491	Gm33251	+	29.75	34.04	35.80	-1.15	1.2
chr15	41311877	41312063	-529	Oxr1	+	28.00	16.41	16.80	1.7	-1.67
chr15	46359740	46359840	-215	4930523O13Rik	+	5.00	17.70	3.00	-3.54	-1.67
chr15	51855212	51855312	-106	Rad21	+	7.50	17.20	9.50	-2.3	1.26
chr15	51855481	51855581	-375	Rad21	+	9.00	4.64	12.18	1.93	1.35
chr15	53766281	53766430	-523	Samd12	+	14.25	12.58	11.20	1.13	-1.28
chr15	54274062	54274166	-56	Colec10	+	7.00	7.84	6.46	-1.11	-1.09
chr15	54850467	54850567	-258	Gm2491	+	10.25	17.77	7.18	-1.73	-1.43
chr15	57774779	57774879	-766	Tbc1d31	+	6.25	4.82	9.66	1.29	1.54
chr15	57848400	57848500	-849	Fam83a	+	18.00	18.70	23.50	-1.04	1.3
chr15	58187667	58187767	-152	Klhl38	+	7.00	2.50	4.00	2.85	-1.75
chr15	58188302	58188402	-787	Klhl38	+	21.75	27.68	17.70	-1.27	-1.23
chr15	58804885	58805050	620	Tatdn1	+	13.25	9.75	14.84	1.36	1.12
chr15	58954065	58954165	-240	Mtss1	+	34.00	19.91	24.87	1.71	-1.37
chr15	58954216	58954316	-391	Mtss1	+	26.50	23.16	14.78	1.14	-1.8
chr15	59246125	59246225	85	Nsmce2	+	9.50	18.20	16.50	-1.92	1.73
chr15	59520025	59520125	-428	Trib1	+	3.25	14.58	10.29	-4.5	3.16
chr15	61856409	61856516	-728	Myc	+	7.00	6.91	8.62	1.02	1.23
chr15	63931614	63931714	-51	Cyrib	+	8.00	8.90	9.00	-1.11	1.12
chr15	65784254	65784460	-221	Oc90	+	50.00	72.57	72.12	-1.45	1.44
chr15	68799356	68799456	-863	Khdrbs3	+	3.75	6.00	10.18	-1.6	2.71
chr15	68799611	68799711	-608	Khdrbs3	+	6.50	8.90	12.00	-1.36	1.84
chr15	72682992	72683092	-869	Peg13	+	18.50	13.92	15.93	1.33	-1.16
chr15	73618848	73618948	-977	Ptp4a3	+	8.00	7.40	16.00	1.08	2
chr15	74585936	74586036	-702	Psca	+	4.50	11.52	6.19	-2.56	1.37
chr15	74586298	74586398	-340	Psca	+	14.75	14.55	10.68	1.02	-1.38
chr15	74586595	74586695	-43	Psca	+	13.25	11.64	20.14	1.14	1.52
chr15	74671788	74671888	-21	Ly6k	+	12.50	6.40	12.50	1.95	-1
chr15	75575211	75575392	-836	Rhpn1	+	24.25	20.98	29.20	1.16	1.21
chr15	75620525	75620625	-405	Mafa	+	6.25	10.87	3.65	-1.74	-1.72
chr15	76080684	76080897	-880	Plec	+	173.25	127.92	217.18	1.35	1.25
chr15	76082612	76082712	-253	Plec	+	8.75	4.51	21.33	1.93	2.43
chr15	76091253	76091453	-832	Plec	+	42.00	23.54	40.87	1.78	-1.03
chr15	76264279	76264438	-355	Mroh1	+	11.00	16.20	23.50	-1.48	2.13
chr15	76783735	76783888	-330	Commd5	+	5.50	20.70	21.00	-3.76	3.81
chr15	77814105	77814248	-982	Txn2	+	15.25	10.13	17.28	1.5	1.13
chr15	77841707	77841807	-835	Foxred2	+	40.25	25.94	49.71	1.55	1.24
chr15	78428823	78428979	-356	Sstr3	+	61.25	45.15	68.74	1.36	1.12
chr15	78914712	78914904	-266	Gcat	+	14.25	8.75	15.78	1.64	1.11
chr15	78915082	78915182	58	Gcat	+	9.25	6.23	8.74	1.49	-1.06
chr15	78947691	78947791	-623	Ankrd54	+	25.25	20.58	28.30	1.22	1.12
chr15	78947817	78947972	-776	Ankrd54	+	35.00	32.00	44.40	1.09	1.27
chr15	79169566	79169739	57	Baiap2l2	+	37.25	25.43	43.69	1.47	1.17
chr15	79213163	79213340	-680	Pla2g6	+	33.00	25.71	38.99	1.28	1.18
chr15	79658647	79658807	-59	Dnal4	+	28.00	19.20	33.90	1.46	1.21
chr15	79883106	79883292	28	Mir7213	+	26.50	16.39	29.97	1.61	1.13
chr15	80138409	80138509	-926	Atf4	+	13.50	6.17	5.71	2.19	-2.37
chr15	81811193	81811293	-829	Polr3h	+	235.25	151.20	282.92	1.56	1.2
chr15	81811303	81811451	-963	Polr3h	+	320.50	217.21	359.10	1.48	1.12
chr15	81845811	81845911	-730	Pmm1	+	20.00	11.51	20.00	1.74	-1
chr15	82224229	82224402	-738	Pheta2	+	24.25	19.50	23.74	1.25	-1.02
chr15	82917704	82917804	-156	Nfam1	+	18.00	24.60	22.00	-1.37	1.22
chr15	82917823	82917956	-291	Nfam1	+	15.50	20.05	17.05	-1.29	1.1
chr15	83032961	83033061	568	Poldip3	+	3.50	5.60	12.83	-1.6	3.66
chr15	83056245	83056345	89	Cyb5r3	+	8.50	4.40	4.00	1.92	-2.13
chr15	83056368	83056468	-34	Cyb5r3	+	8.50	12.30	15.00	-1.45	1.76
chr15	83056888	83056988	-554	Cyb5r3	+	31.00	18.90	28.36	1.64	-1.09
chr15	83251354	83251454	94	1700001L05Rik	+	8.50	5.28	9.07	1.61	1.06
chr15	84441915	84442053	40	Rtl6	+	20.00	14.30	23.00	1.4	1.15
chr15	85015876	85015976	232	Smc1b	+	9.00	11.30	4.00	-1.26	-2.25
chr15	85017050	85017150	800	Ribc2	+	14.00	20.20	26.50	-1.44	1.89
chr15	85706073	85706173	-189	Pkdrej	+	10.25	15.81	8.71	-1.55	-1.18
chr15	85716140	85716371	-250	Ttc38	+	34.50	30.56	44.04	1.13	1.28
chr15	86070421	86070521	-129	Cerk	+	4.25	4.16	11.16	1.02	2.62
chr15	88862902	88863002	-196	Mlc1	+	14.25	14.05	19.34	1.02	1.35
chr15	88863041	88863180	82	Mlc1	+	17.50	23.10	29.40	-1.32	1.68
chr15	89310209	89310378	-228	Cpt1b	+	47.75	31.83	49.16	1.5	1.03
chr15	89310827	89310927	-812	Cpt1b	+	7.00	3.17	4.85	2.18	-1.45
chr15	89314840	89315026	-803	Chkb	+	17.00	10.20	27.63	1.66	1.62
chr15	89476245	89476363	-178	Rabl2	+	188.25	137.79	203.45	1.37	1.08
chr15	89476913	89477013	-837	Rabl2	+	11.50	9.39	10.45	1.22	-1.1
chr15	90237840	90238051	32	Gm36480	+	37.25	42.51	33.12	-1.14	-1.12
chr15	93494200	93494300	-467	Prickle1	+	7.00	11.30	5.00	-1.62	-1.4
chr15	93494451	93494551	-718	Prickle1	+	6.50	4.90	7.00	1.32	1.07
chr15	93824936	93825064	-8	9430014N10Rik	+	79.00	87.45	91.88	-1.11	1.16
chr15	95047546	95047646	-397	LOC100043315	+	12.00	9.41	6.26	1.27	-1.92
chr15	95047785	95047885	-636	LOC100043315	+	12.00	11.30	10.00	1.06	-1.2
chr15	95977734	95977933	-399	D030018L15Rik	+	20.50	7.90	15.00	2.6	-1.37
chr15	96095797	96095918	-2	2610037D02Rik	+	9.25	11.49	10.28	-1.24	1.11
chr15	96953752	96953887	18	Slc38a4	+	47.25	48.94	37.60	-1.04	-1.26
chr15	97990202	97990302	-218	Pfkm	+	13.00	3.40	21.50	3.78	1.65
chr15	98093288	98093458	50	Or10ad1c	+	122.00	89.66	117.20	1.36	-1.04
chr15	98296123	98296380	-75	1700031M16Rik	+	46.25	39.66	62.92	1.17	1.36
chr15	98977844	98977966	-781	Mir6960	+	19.75	12.15	30.79	1.63	1.56
chr15	98985715	98985815	-156	C1ql4	+	53.25	42.70	65.32	1.25	1.23
chr15	98986128	98986228	-569	C1ql4	+	13.25	10.11	13.76	1.31	1.04
chr15	98986360	98986460	-801	C1ql4	+	16.25	5.32	15.23	3.05	-1.07
chr15	99599453	99599553	-665	Smarcd1	+	5.25	13.65	16.80	-2.59	3.19
chr15	99615079	99615179	-339	Gpd1	+	3.25	3.16	5.42	1.02	1.66
chr15	99670440	99670540	-94	Cers5	+	39.00	30.71	50.70	1.27	1.3
chr15	99670550	99670746	-252	Cers5	+	66.00	40.99	70.94	1.61	1.07
chr15	100202243	100202343	-405	Tmt1a	+	13.00	4.24	10.92	3.05	-1.19
chr15	100320914	100321014	-28	Slc11a2	+	4.50	3.90	3.00	1.14	-1.5
chr15	101266687	101266804	-488	Mir1941	+	58.25	48.57	69.29	1.2	1.19
chr15	101266864	101266964	-319	Mir1941	+	38.50	35.04	44.12	1.1	1.15
chr15	102010732	102010902	-552	Tns2	+	32.75	30.77	40.21	1.06	1.23
chr15	102052248	102052387	-304	Igfbp6	+	28.00	33.00	35.40	-1.18	1.27
chr15	102113627	102113727	-190	Csad	+	3.50	9.80	4.50	-2.81	1.28
chr15	102204420	102204567	-235	Espl1	+	13.75	11.10	11.71	1.24	-1.18
chr15	102239410	102239510	-684	Myg1	+	26.00	19.33	32.53	1.35	1.25
chr15	102366804	102366904	-751	Prr13	+	13.50	7.90	11.50	1.72	-1.18
chr15	102511049	102511184	-327	LOC105246046	+	20.50	14.84	21.53	1.38	1.05
chr15	103248581	103248768	-161	Zfp385a	+	22.00	23.56	21.49	-1.07	-1.03
chr16	4341500	4341640	-640	Srl	+	13.00	11.80	17.00	1.1	1.31
chr16	4559380	4559551	-12	Hmox2	+	32.50	22.10	31.40	1.47	-1.03
chr16	4607369	4607469	-93	Cdip1	+	5.50	4.40	5.50	1.24	-1
chr16	4607908	4608038	-168	Cdip1	+	32.50	22.10	32.40	1.47	-1
chr16	4756953	4757093	48	Nudt16l1	+	6.75	9.93	13.50	-1.48	2
chr16	4781473	4781573	578	Anks3	+	9.75	4.29	4.11	2.26	-2.38
chr16	4781701	4781801	350	Anks3	+	14.50	11.80	17.00	1.23	1.17
chr16	4964368	4964581	-499	Sec14l5	+	453.25	349.20	508.75	1.3	1.12
chr16	5074414	5074514	-644	Eef2kmt	+	7.50	8.40	17.50	-1.11	2.33
chr16	11021778	11021878	581	2610020C07Rik	+	64.50	40.98	59.86	1.57	-1.08
chr16	11021914	11022024	722	2610020C07Rik	+	71.50	52.14	85.18	1.37	1.19
chr16	11072504	11072604	-245	Mir1945	+	10.50	14.30	17.00	-1.36	1.62
chr16	11073079	11073179	-820	Mir1945	+	10.75	12.51	9.73	-1.16	-1.11
chr16	11718993	11719093	-185	Gm9961	+	7.75	4.75	11.88	1.63	1.53
chr16	11801949	11802049	22	Shisa9	+	14.25	7.76	23.41	1.84	1.64
chr16	11802163	11802263	236	Shisa9	+	13.50	11.38	18.17	1.19	1.34
chr16	13549161	13549261	-863	Pla2g10	+	16.25	14.58	18.79	1.12	1.15
chr16	13804813	13805032	-191	Ifitm7	+	61.00	46.44	57.34	1.31	-1.06
chr16	16929099	16929292	-79	Ppil2	+	39.00	29.13	41.43	1.34	1.06
chr16	17051391	17051491	-10	Hic2	+	7.75	5.23	8.27	1.48	1.06
chr16	17326159	17326336	-300	Lztr1	+	49.75	43.15	53.71	1.15	1.08
chr16	17326431	17326531	-66	Lztr1	+	16.00	19.48	18.67	-1.22	1.16
chr16	17650511	17650647	-404	Fam246a	+	17.25	20.40	16.24	-1.18	-1.06
chr16	18066365	18066560	96	Ranbp1	+	120.75	112.96	151.39	1.07	1.25
chr16	18198433	18198533	-165	Arvcf	+	7.50	5.40	3.50	1.39	-2.15
chr16	18406226	18406326	-557	Tbx1	+	41.00	31.61	43.94	1.3	1.07
chr16	18406445	18406636	-821	Tbx1	+	58.75	34.95	61.69	1.68	1.05
chr16	18409542	18409642	-171	Tbx1	+	6.75	12.34	11.42	-1.83	1.69
chr16	18409731	18409831	-360	Tbx1	+	12.50	8.40	10.00	1.49	-1.25
chr16	20535391	20535550	-84	Clcn2	+	317.25	257.23	376.31	1.23	1.19
chr16	21815169	21815343	-964	Liph	+	34.75	36.12	49.47	-1.04	1.42
chr16	22630696	22630796	-586	Crygs	+	6.00	3.00	8.00	2.03	1.33
chr16	22876786	22876929	-193	Kng1	+	34.75	32.30	28.52	1.08	-1.22
chr16	22876948	22877048	-52	Kng1	+	21.00	18.20	19.00	1.15	-1.11
chr16	24348011	24348187	35	Morf4l1-ps1	+	57.50	43.54	55.87	1.32	-1.03
chr16	24539651	24539757	-901	Lpp	+	16.00	5.55	13.33	2.88	-1.2
chr16	24877806	24877906	-533	A230028O05Rik	+	8.75	10.50	8.24	-1.2	-1.06
chr16	24877957	24878057	-382	A230028O05Rik	+	12.00	22.60	11.50	-1.89	-1.05
chr16	25104658	25104827	-825	Tprg1	+	37.00	24.60	26.00	1.5	-1.43
chr16	26786953	26787053	-8	Gmnc	+	5.75	20.70	10.98	-3.61	1.91
chr16	30102467	30102567	-445	Lrrc15	+	7.00	6.90	12.00	1.02	1.71
chr16	30901080	30901276	-928	Xxylt1	+	11.00	10.81	12.05	1.02	1.09
chr16	31436285	31436385	-616	Gm536	+	11.50	11.30	17.50	1.02	1.52
chr16	31766737	31766885	512	Ncbp2as2	+	18.00	21.20	16.00	-1.18	-1.13
chr16	31898077	31898177	33	Pak2	+	6.00	3.90	6.00	1.52	-1
chr16	31898813	31898913	-703	Pak2	+	43.25	38.68	37.62	1.12	-1.15
chr16	31918355	31918614	61	Pigx	+	51.25	46.03	60.28	1.11	1.18
chr16	32689265	32689441	-617	Rubcn	+	5.00	3.40	9.00	1.45	1.8
chr16	33337343	33337461	-296	Slc12a8	+	40.75	25.14	43.70	1.62	1.07
chr16	34334808	34334933	-473	Kalrn	+	13.00	11.30	18.00	1.15	1.38
chr16	35311622	35311785	-460	Pdia5	+	27.75	25.87	24.72	1.07	-1.12
chr16	36040862	36041044	-979	Csta2	+	188.75	159.55	184.88	1.18	-1.02
chr16	36041121	36041221	-761	Csta2	+	286.75	259.21	312.40	1.11	1.09
chr16	42123925	42124025	-143	Mir6540	+	10.00	9.30	6.50	1.07	-1.54
chr16	43709329	43709429	660	Qtrt2	+	15.00	18.58	17.59	-1.24	1.17
chr16	43800108	43800208	14	Zdhhc23	+	9.50	5.90	7.50	1.61	-1.27
chr16	43800302	43800418	-188	Zdhhc23	+	13.00	14.58	20.58	-1.12	1.58
chr16	44687421	44687521	11	Cd200r2	+	9.00	10.30	8.00	-1.15	-1.13
chr16	49518718	49518818	-889	Ift57	+	9.50	8.40	7.00	1.14	-1.36
chr16	49518967	49519067	-640	Ift57	+	8.75	7.28	6.56	1.21	-1.34
chr16	49620386	49620486	-456	Gm16619	+	26.75	12.68	12.62	2.11	-2.12
chr16	49775143	49775243	-1000	Gm19723	+	13.00	11.80	11.50	1.1	-1.13
chr16	49775426	49775579	-691	Gm19723	+	24.50	23.13	18.38	1.06	-1.34
chr16	49893859	49893959	-694	Gm4827	+	13.00	16.20	10.50	-1.25	-1.24
chr16	49894126	49894226	-961	Gm4827	+	15.00	14.80	13.00	1.02	-1.16
chr16	50348318	50348418	-497	G730013B05Rik	+	6.50	14.30	4.50	-2.19	-1.45
chr16	50603129	50603232	-592	1700116B05Rik	+	16.00	27.10	21.50	-1.69	1.34
chr16	50603298	50603398	-424	1700116B05Rik	+	11.50	14.80	13.50	-1.28	1.17
chr16	52636963	52637063	-906	4930404A05Rik	+	8.25	7.70	9.35	1.08	1.13
chr16	55858629	55858815	-573	Trmt10c	+	63.25	59.76	55.62	1.06	-1.14
chr16	56024030	56024130	-596	Impg2	+	4.25	2.83	5.31	1.52	1.25
chr16	56024677	56024777	51	Impg2	+	3.50	8.40	3.00	-2.39	-1.17
chr16	56707217	56707317	-741	Tmem45a	+	2.75	3.12	11.55	-1.15	4.19
chr16	57369221	57369321	-334	Filip1l	+	6.00	8.90	2.50	-1.48	-2.4
chr16	57427437	57427537	-257	Cmss1	+	17.25	18.93	11.67	-1.1	-1.48
chr16	57427709	57427873	-561	Cmss1	+	35.75	38.98	27.48	-1.09	-1.3
chr16	59421389	59421499	-34	Crybg3	+	10.50	15.46	11.03	-1.48	1.05
chr16	62634951	62635208	40	Stx19	+	37.50	19.70	37.40	1.91	-1
chr16	76200602	76200702	-53	Fau	+	7.00	9.30	5.50	-1.34	-1.28
chr16	76344732	76344843	-896	Gm30726	+	10.75	18.28	16.38	-1.7	1.52
chr16	77126023	77126123	-143	Mir99ahg	+	13.00	14.11	22.75	-1.09	1.75
chr16	77126137	77126237	-29	Mir99ahg	+	13.25	14.53	23.95	-1.09	1.8
chr16	78052373	78052473	-81	E330011O21Rik	+	17.50	22.46	31.81	-1.28	1.82
chr16	78098385	78098485	-124	Cxadr	+	22.00	15.35	19.95	1.43	-1.1
chr16	78098489	78098645	8	Cxadr	+	20.50	10.80	13.50	1.89	-1.52
chr16	84970611	84970711	-66	App	+	10.00	17.70	13.00	-1.77	1.3
chr16	84971106	84971206	-561	App	+	7.50	9.80	10.50	-1.31	1.4
chr16	85347772	85348031	-640	Cyyr1	+	19.50	25.94	24.12	-1.33	1.23
chr16	87293011	87293111	100	B130034C11Rik	+	3.50	26.25	4.67	-7.5	1.33
chr16	87495771	87495871	-21	Bach1	+	381.25	333.76	366.00	1.14	-1.04
chr16	87706029	87706129	-80	4930590A17Rik	+	21.75	30.65	20.23	-1.41	-1.08
chr16	88021435	88021535	-928	Gm41486	+	13.25	6.77	2.55	1.96	-5.21
chr16	88022222	88022322	-141	Gm41486	+	8.50	9.80	13.50	-1.16	1.59
chr16	88022326	88022426	-37	Gm41486	+	10.25	7.71	9.74	1.33	-1.05
chr16	88087493	88087637	-461	Grik1	+	58.75	47.69	66.31	1.23	1.13
chr16	88595030	88595130	-700	4930553J12Rik	+	7.00	12.30	11.50	-1.76	1.64
chr16	88811954	88812121	-128	Krtap6-3	+	15.50	13.43	24.05	1.16	1.55
chr16	89757599	89757699	66	Tiam1	+	4.50	19.20	9.00	-4.26	2
chr16	91485149	91485311	386	Donson	+	241.00	204.02	304.99	1.18	1.27
chr16	91729125	91729225	-657	Atp5po	+	380.25	337.57	399.24	1.13	1.05
chr16	91729296	91729405	-832	Atp5po	+	312.75	278.73	352.44	1.12	1.13
chr16	92092075	92092298	-318	Kcne2	+	19.25	23.79	26.85	-1.24	1.39
chr16	93150458	93150662	399	1810053B23Rik	+	33.00	21.28	25.89	1.55	-1.28
chr16	94370784	94371000	-173	Dyrk1a	+	106.75	74.58	149.45	1.43	1.4
